team_name,team_abbreviation,season_name,date_time_utc,goals_for,goals_against,xgoals_for,xgoals_against,knockout_game
Chicago Red Stars,CHI,2021,2021-04-21 22:30:00 UTC,1,1,1.5439,0.5365,False
Houston Dash,HOU,2021,2021-07-03 00:30:00 UTC,2,0,1.9101,0.861,False
OL Reign,RGN,2021,2021-07-03 00:30:00 UTC,0,2,0.861,1.9101,False
Houston Dash,HOU,2021,2021-09-26 19:00:00 UTC,4,0,1.4403000000000001,0.1704,False
Racing Louisville FC,LOU,2021,2021-09-26 19:00:00 UTC,0,4,0.1704,1.4403000000000001,False
Chicago Red Stars,CHI,2022,2022-04-16 23:30:00 UTC,1,1,0.7916000000000001,0.7563000000000001,False
Racing Louisville FC,LOU,2022,2022-04-16 23:30:00 UTC,1,1,0.7563000000000001,0.7916000000000001,False
Kansas City Current,KC,2022,2022-05-30 19:00:00 UTC,1,0,0.8693000000000001,0.8992,False
Racing Louisville FC,LOU,2022,2022-05-30 19:00:00 UTC,0,1,0.8992,0.8693000000000001,False
Houston Dash,HOU,2022,2022-07-31 21:00:00 UTC,3,2,2.1634,1.3088,False
NJ/NY Gotham FC,NJY,2022,2022-07-31 21:00:00 UTC,2,3,1.3088,2.1634,False
Portland Thorns FC,POR,2019,2019-04-14 21:00:00 UTC,2,0,2.6756,1.5588000000000002,False
Orlando Pride,ORL,2019,2019-04-14 21:00:00 UTC,0,2,1.5588000000000002,2.6756,False
Orlando Pride,ORL,2019,2019-09-29 15:00:00 UTC,1,1,1.4125,1.1687,False
NJ/NY Gotham FC,NJY,2019,2019-09-29 15:00:00 UTC,1,1,1.1687,1.4125,False
Houston Dash,HOU,2019,2019-07-05 23:30:00 UTC,2,5,0.9833000000000001,2.3358,False
North Carolina Courage,NC,2019,2019-07-05 23:30:00 UTC,5,2,2.3358,0.9833000000000001,False
Chicago Red Stars,CHI,2016,2016-05-29 23:00:00 UTC,1,1,1.1084,0.6122000000000001,False
NJ/NY Gotham FC,NJY,2016,2016-05-29 23:00:00 UTC,1,1,0.6122000000000001,1.1084,False
Houston Dash,HOU,2016,2016-08-27 23:00:00 UTC,2,2,1.2689,1.67,False
Western New York Flash,WNY,2016,2016-08-27 23:00:00 UTC,2,2,1.67,1.2689,False
NJ/NY Gotham FC,NJY,2017,2017-05-24 23:30:00 UTC,0,2,0.2611,1.8377,False
North Carolina Courage,NC,2017,2017-05-24 23:30:00 UTC,2,0,1.8377,0.2611,False
Houston Dash,HOU,2017,2017-08-20 02:00:00 UTC,0,2,0.40230000000000005,1.7457,False
Portland Thorns FC,POR,2017,2017-08-20 02:00:00 UTC,2,0,1.7457,0.40230000000000005,False
Houston Dash,HOU,2019,2019-07-21 00:00:00 UTC,2,1,0.9457000000000001,1.4263,False
Washington Spirit,WAS,2019,2019-07-21 00:00:00 UTC,1,2,1.4263,0.9457000000000001,False
OL Reign,RGN,2019,2019-04-28 17:00:00 UTC,0,3,1.4102000000000001,2.0599,False
Chicago Red Stars,CHI,2019,2019-04-28 17:00:00 UTC,3,0,2.0599,1.4102000000000001,False
Orlando Pride,ORL,2016,2016-06-18 23:00:00 UTC,0,2,0.5186000000000001,0.9886,False
Washington Spirit,WAS,2016,2016-06-18 23:00:00 UTC,2,0,0.9886,0.5186000000000001,False
OL Reign,RGN,2016,2016-09-04 23:00:00 UTC,2,2,1.0149,1.6135000000000002,False
Chicago Red Stars,CHI,2016,2016-09-04 23:00:00 UTC,2,2,1.6135000000000002,1.0149,False
OL Reign,RGN,2017,2017-08-26 20:00:00 UTC,1,2,0.8772000000000001,2.3115,False
Portland Thorns FC,POR,2017,2017-08-26 20:00:00 UTC,2,1,2.3115,0.8772000000000001,False
Houston Dash,HOU,2017,2017-06-03 23:00:00 UTC,0,2,1.1367,1.4091,False
Washington Spirit,WAS,2017,2017-06-03 23:00:00 UTC,2,0,1.4091,1.1367,False
Houston Dash,HOU,2018,2018-08-22 02:30:00 UTC,0,2,0.6733,1.5297,False
OL Reign,RGN,2018,2018-08-22 02:30:00 UTC,2,0,1.5297,0.6733,False
Portland Thorns FC,POR,2018,2018-05-26 02:30:00 UTC,2,0,1.701,0.601,False
Utah Royals FC,UTA,2018,2018-05-26 02:30:00 UTC,0,2,0.601,1.701,False
Houston Dash,HOU,2021,2021-05-15 23:00:00 UTC,0,1,1.7033,0.6589,False
NJ/NY Gotham FC,NJY,2021,2021-05-15 23:00:00 UTC,1,0,0.6589,1.7033,False
Houston Dash,HOU,2021,2021-07-17 23:00:00 UTC,2,1,0.492,1.2857,False
North Carolina Courage,NC,2021,2021-07-17 23:00:00 UTC,1,2,1.2857,0.492,False
Houston Dash,HOU,2021,2021-10-07 02:00:00 UTC,3,2,2.257,1.7649,False
Portland Thorns FC,POR,2021,2021-10-07 02:00:00 UTC,2,3,1.7649,2.257,False
Washington Spirit,WAS,2020,2020-10-03 16:30:00 UTC,1,0,1.4581,0.3468,False
NJ/NY Gotham FC,NJY,2020,2020-10-03 16:30:00 UTC,0,1,0.3468,1.4581,False
Houston Dash,HOU,2022,2022-04-24 22:00:00 UTC,2,1,2.0099,0.7963,False
Racing Louisville FC,LOU,2022,2022-04-24 22:00:00 UTC,1,2,0.7963,2.0099,False
Orlando Pride,ORL,2022,2022-08-07 23:00:00 UTC,1,2,1.7385000000000002,1.1526,False
Angel City FC,LA,2022,2022-08-07 23:00:00 UTC,2,1,1.1526,1.7385000000000002,False
San Diego Wave FC,SD,2022,2022-06-09 02:00:00 UTC,2,2,1.9298000000000002,1.5386000000000002,False
Portland Thorns FC,POR,2022,2022-06-09 02:00:00 UTC,2,2,1.5386000000000002,1.9298000000000002,False
Houston Dash,HOU,2018,2018-06-23 00:30:00 UTC,1,3,1.4118,1.4041000000000001,False
Portland Thorns FC,POR,2018,2018-06-23 00:30:00 UTC,3,1,1.4041000000000001,1.4118,False
OL Reign,RGN,2018,2018-04-15 21:00:00 UTC,1,0,1.971,0.1527,False
NJ/NY Gotham FC,NJY,2018,2018-04-15 21:00:00 UTC,0,1,0.1527,1.971,False
Houston Dash,HOU,2021,2021-08-08 02:00:00 UTC,0,5,0.3866,2.3968,False
OL Reign,RGN,2021,2021-08-08 02:00:00 UTC,5,0,2.3968,0.3866,False
Kansas City Current,KC,2021,2021-05-30 22:00:00 UTC,0,1,0.7126,1.7934,False
Orlando Pride,ORL,2021,2021-05-30 22:00:00 UTC,1,0,1.7934,0.7126,False
Portland Thorns FC,POR,2021,2021-10-31 02:00:00 UTC,0,0,1.3319,1.3449,False
North Carolina Courage,NC,2021,2021-10-31 02:00:00 UTC,0,0,1.3449,1.3319,False
Houston Dash,HOU,2022,2022-08-28 00:30:00 UTC,2,2,2.5643000000000002,0.9018,False
Washington Spirit,WAS,2022,2022-08-28 00:30:00 UTC,2,2,0.9018,2.5643000000000002,False
OL Reign,RGN,2022,2022-07-02 02:00:00 UTC,2,0,1.988,0.6678000000000001,False
North Carolina Courage,NC,2022,2022-07-02 02:00:00 UTC,0,2,0.6678000000000001,1.988,False
Houston Dash,HOU,2016,2016-07-09 23:00:00 UTC,0,1,0.39180000000000004,1.3241,False
NJ/NY Gotham FC,NJY,2016,2016-07-09 23:00:00 UTC,1,0,1.3241,0.39180000000000004,False
Portland Thorns FC,POR,2016,2016-09-25 23:00:00 UTC,3,1,1.0485,0.5867,False
NJ/NY Gotham FC,NJY,2016,2016-09-25 23:00:00 UTC,1,3,0.5867,1.0485,False
Boston Breakers,BOS,2017,2017-04-23 20:00:00 UTC,1,0,0.7696000000000001,0.8341000000000001,False
NJ/NY Gotham FC,NJY,2017,2017-04-23 20:00:00 UTC,0,1,0.8341000000000001,0.7696000000000001,False
Houston Dash,HOU,2017,2017-06-29 01:00:00 UTC,0,0,1.3554,0.9694,False
Boston Breakers,BOS,2017,2017-06-29 01:00:00 UTC,0,0,0.9694,1.3554,False
Boston Breakers,BOS,2017,2017-09-10 22:00:00 UTC,0,1,1.0832,0.2064,False
Portland Thorns FC,POR,2017,2017-09-10 22:00:00 UTC,1,0,0.2064,1.0832,False
Chicago Red Stars,CHI,2019,2019-08-10 23:00:00 UTC,1,0,1.3075,0.5242,False
Washington Spirit,WAS,2019,2019-08-10 23:00:00 UTC,0,1,0.5242,1.3075,False
Houston Dash,HOU,2019,2019-05-19 22:00:00 UTC,1,2,0.5699000000000001,2.1045,False
Chicago Red Stars,CHI,2019,2019-05-19 22:00:00 UTC,2,1,2.1045,0.5699000000000001,False
OL Reign,RGN,2017,2017-07-02 02:30:00 UTC,2,0,1.5406,0.8781,False
Portland Thorns FC,POR,2017,2017-07-02 02:30:00 UTC,0,2,0.8781,1.5406,False
FC Kansas City,KC,2017,2017-04-30 22:00:00 UTC,0,1,0.6833,0.7356,False
NJ/NY Gotham FC,NJY,2017,2017-04-30 22:00:00 UTC,1,0,0.7356,0.6833,False
OL Reign,RGN,2017,2017-09-25 01:00:00 UTC,0,1,0.7831,0.7388,False
FC Kansas City,KC,2017,2017-09-25 01:00:00 UTC,1,0,0.7388,0.7831,False
Washington Spirit,WAS,2016,2016-07-16 23:00:00 UTC,3,2,1.0937000000000001,1.5144000000000002,False
FC Kansas City,KC,2016,2016-07-16 23:00:00 UTC,2,3,1.5144000000000002,1.0937000000000001,False
OL Reign,RGN,2016,2016-04-17 23:00:00 UTC,1,2,1.2856,1.5989,False
NJ/NY Gotham FC,NJY,2016,2016-04-17 23:00:00 UTC,2,1,1.5989,1.2856,False
Chicago Red Stars,CHI,2018,2018-09-19 01:00:00 UTC,0,2,0.7197,1.3581,True
North Carolina Courage,NC,2018,2018-09-19 01:00:00 UTC,2,0,1.3581,0.7197,True
Houston Dash,HOU,2019,2019-09-17 23:30:00 UTC,0,1,0.5078,2.048,False
North Carolina Courage,NC,2019,2019-09-17 23:30:00 UTC,1,0,2.048,0.5078,False
Washington Spirit,WAS,2019,2019-06-01 23:00:00 UTC,2,0,0.9507000000000001,0.4071,False
Utah Royals FC,UTA,2019,2019-06-01 23:00:00 UTC,0,2,0.4071,0.9507000000000001,False
Utah Royals FC,UTA,2018,2018-04-21 19:30:00 UTC,2,2,0.5111,0.9168000000000001,False
North Carolina Courage,NC,2018,2018-04-21 19:30:00 UTC,2,2,0.9168000000000001,0.5111,False
Portland Thorns FC,POR,2018,2018-06-28 02:30:00 UTC,1,1,1.4504000000000001,1.6743000000000001,False
NJ/NY Gotham FC,NJY,2018,2018-06-28 02:30:00 UTC,1,1,1.6743000000000001,1.4504000000000001,False
Houston Dash,HOU,2022,2022-05-01 23:00:00 UTC,0,1,0.782,1.447,False
San Diego Wave FC,SD,2022,2022-05-01 23:00:00 UTC,1,0,1.447,0.782,False
San Diego Wave FC,SD,2022,2022-07-03 21:00:00 UTC,2,1,1.7027,0.5597,False
Washington Spirit,WAS,2022,2022-07-03 21:00:00 UTC,1,2,0.5597,1.7027,False
Portland Thorns FC,POR,2022,2022-09-09 23:00:00 UTC,2,0,0.9829,0.8777,False
Orlando Pride,ORL,2022,2022-09-09 23:00:00 UTC,0,2,0.8777,0.9829,False
Houston Dash,HOU,2021,2021-06-06 18:00:00 UTC,1,0,0.9091,0.9826,False
Kansas City Current,KC,2021,2021-06-06 18:00:00 UTC,0,1,0.9826,0.9091,False
Houston Dash,HOU,2021,2021-08-14 00:30:00 UTC,2,2,1.4456,0.9458000000000001,False
Washington Spirit,WAS,2021,2021-08-14 00:30:00 UTC,2,2,0.9458000000000001,1.4456,False
Chicago Red Stars,CHI,2020,2020-09-12 16:00:00 UTC,1,2,1.1601,2.4913,False
Washington Spirit,WAS,2020,2020-09-12 16:00:00 UTC,2,1,2.4913,1.1601,False
Washington Spirit,WAS,2018,2018-05-23 23:30:00 UTC,1,0,1.1183,0.5705,False
NJ/NY Gotham FC,NJY,2018,2018-05-23 23:30:00 UTC,0,1,0.5705,1.1183,False
Utah Royals FC,UTA,2018,2018-08-18 22:30:00 UTC,1,2,2.4621,1.1219000000000001,False
NJ/NY Gotham FC,NJY,2018,2018-08-18 22:30:00 UTC,2,1,1.1219000000000001,2.4621,False
Orlando Pride,ORL,2022,2022-04-23 23:00:00 UTC,1,1,1.2168,2.2308,False
NJ/NY Gotham FC,NJY,2022,2022-04-23 23:00:00 UTC,1,1,2.2308,1.2168,False
Kansas City Current,KC,2022,2022-06-05 00:30:00 UTC,2,2,1.3739,1.8094999999999999,False
San Diego Wave FC,SD,2022,2022-06-05 00:30:00 UTC,2,2,1.8094999999999999,1.3739,False
Chicago Red Stars,CHI,2022,2022-08-07 22:00:00 UTC,2,0,1.4353,0.0864,False
NJ/NY Gotham FC,NJY,2022,2022-08-07 22:00:00 UTC,0,2,0.0864,1.4353,False
OL Reign,RGN,2021,2021-05-16 02:00:00 UTC,0,0,0.6606000000000001,1.6526,False
North Carolina Courage,NC,2021,2021-05-16 02:00:00 UTC,0,0,1.6526,0.6606000000000001,False
Chicago Red Stars,CHI,2021,2021-10-14 00:00:00 UTC,1,0,1.9282,1.5937000000000001,False
Orlando Pride,ORL,2021,2021-10-14 00:00:00 UTC,0,1,1.5937000000000001,1.9282,False
Houston Dash,HOU,2021,2021-07-11 22:00:00 UTC,1,0,0.2595,0.3088,False
Chicago Red Stars,CHI,2021,2021-07-11 22:00:00 UTC,0,1,0.3088,0.2595,False
OL Reign,RGN,2021,2021-04-28 02:00:00 UTC,3,2,0.6839000000000001,1.5532,False
Chicago Red Stars,CHI,2021,2021-04-28 02:00:00 UTC,2,3,1.5532,0.6839000000000001,False
OL Reign,RGN,2020,2020-09-26 19:30:00 UTC,2,2,0.7271000000000001,0.7241000000000001,False
Utah Royals FC,UTA,2020,2020-09-26 19:30:00 UTC,2,2,0.7241000000000001,0.7271000000000001,False
FC Kansas City,KC,2016,2016-09-04 22:00:00 UTC,2,1,1.1658,0.7425,False
NJ/NY Gotham FC,NJY,2016,2016-09-04 22:00:00 UTC,1,2,0.7425,1.1658,False
Houston Dash,HOU,2016,2016-06-12 23:00:00 UTC,0,1,0.27340000000000003,0.6843,False
OL Reign,RGN,2016,2016-06-12 23:00:00 UTC,1,0,0.6843,0.27340000000000003,False
Chicago Red Stars,CHI,2017,2017-08-26 23:00:00 UTC,2,1,1.389,0.38470000000000004,False
Washington Spirit,WAS,2017,2017-08-26 23:00:00 UTC,1,2,0.38470000000000004,1.389,False
Boston Breakers,BOS,2017,2017-06-03 23:30:00 UTC,0,2,0.2811,2.3251,False
Orlando Pride,ORL,2017,2017-06-03 23:30:00 UTC,2,0,2.3251,0.2811,False
OL Reign,RGN,2019,2019-04-22 02:00:00 UTC,1,1,0.9904000000000001,0.5231,False
Orlando Pride,ORL,2019,2019-04-22 02:00:00 UTC,1,1,0.5231,0.9904000000000001,False
Portland Thorns FC,POR,2019,2019-07-14 19:00:00 UTC,4,2,2.2651,0.4731,False
Orlando Pride,ORL,2019,2019-07-14 19:00:00 UTC,2,4,0.4731,2.2651,False
Chicago Red Stars,CHI,2022,2022-08-15 00:00:00 UTC,0,1,0.8645,1.7586,False
Angel City FC,LA,2022,2022-08-15 00:00:00 UTC,1,0,1.7586,0.8645,False
San Diego Wave FC,SD,2022,2022-06-12 21:00:00 UTC,1,1,1.0931,1.1402,False
OL Reign,RGN,2022,2022-06-12 21:00:00 UTC,1,1,1.1402,1.0931,False
OL Reign,RGN,2019,2019-07-28 20:00:00 UTC,0,4,1.6974,1.8646,False
Chicago Red Stars,CHI,2019,2019-07-28 20:00:00 UTC,4,0,1.8646,1.6974,False
Houston Dash,HOU,2019,2019-05-05 22:00:00 UTC,1,0,1.2415,0.47840000000000005,False
Orlando Pride,ORL,2019,2019-05-05 22:00:00 UTC,0,1,0.47840000000000005,1.2415,False
Boston Breakers,BOS,2016,2016-06-24 23:00:00 UTC,1,7,0.2657,2.7624,False
Western New York Flash,WNY,2016,2016-06-24 23:00:00 UTC,7,1,2.7624,0.2657,False
Orlando Pride,ORL,2016,2016-09-10 23:30:00 UTC,1,2,0.30860000000000004,0.9581000000000001,False
NJ/NY Gotham FC,NJY,2016,2016-09-10 23:30:00 UTC,2,1,0.9581000000000001,0.30860000000000004,False
Houston Dash,HOU,2017,2017-09-04 00:00:00 UTC,0,1,1.1487,2.8689999999999998,False
OL Reign,RGN,2017,2017-09-04 00:00:00 UTC,1,0,2.8689999999999998,1.1487,False
Chicago Red Stars,CHI,2017,2017-06-17 20:00:00 UTC,1,1,1.217,0.49710000000000004,False
Washington Spirit,WAS,2017,2017-06-17 20:00:00 UTC,1,1,0.49710000000000004,1.217,False
Washington Spirit,WAS,2017,2017-08-19 19:30:00 UTC,0,1,0.47540000000000004,0.734,False
North Carolina Courage,NC,2017,2017-08-19 19:30:00 UTC,1,0,0.734,0.47540000000000004,False
Chicago Red Stars,CHI,2020,2020-06-28 02:00:00 UTC,1,2,1.0683,2.3316,False
Washington Spirit,WAS,2020,2020-06-28 02:00:00 UTC,2,1,2.3316,1.0683,False
Kansas City Current,KC,2021,2021-10-10 21:00:00 UTC,0,0,0.3406,1.4181,False
Portland Thorns FC,POR,2021,2021-10-10 21:00:00 UTC,0,0,1.4181,0.3406,False
Houston Dash,HOU,2021,2021-07-25 00:30:00 UTC,0,1,0.8966000000000001,1.3274,False
Portland Thorns FC,POR,2021,2021-07-25 00:30:00 UTC,1,0,1.3274,0.8966000000000001,False
OL Reign,RGN,2021,2021-05-23 22:00:00 UTC,2,1,0.6366,2.0897,False
Portland Thorns FC,POR,2021,2021-05-23 22:00:00 UTC,1,2,2.0897,0.6366,False
Orlando Pride,ORL,2020,2020-10-17 20:00:00 UTC,3,3,1.1808,2.5509,False
North Carolina Courage,NC,2020,2020-10-17 20:00:00 UTC,3,3,2.5509,1.1808,False
Houston Dash,HOU,2018,2018-08-26 00:30:00 UTC,6,1,2.33,0.8823000000000001,False
NJ/NY Gotham FC,NJY,2018,2018-08-26 00:30:00 UTC,1,6,0.8823000000000001,2.33,False
Orlando Pride,ORL,2018,2018-03-24 23:30:00 UTC,1,1,0.8752000000000001,0.444,False
Utah Royals FC,UTA,2018,2018-03-24 23:30:00 UTC,1,1,0.444,0.8752000000000001,False
Utah Royals FC,UTA,2018,2018-06-02 23:00:00 UTC,1,1,0.7059000000000001,0.3045,False
NJ/NY Gotham FC,NJY,2018,2018-06-02 23:00:00 UTC,1,1,0.3045,0.7059000000000001,False
Orlando Pride,ORL,2022,2022-07-04 00:00:00 UTC,2,2,0.809,0.9469000000000001,False
Racing Louisville FC,LOU,2022,2022-07-04 00:00:00 UTC,2,2,0.9469000000000001,0.809,False
Kansas City Current,KC,2022,2022-08-28 23:00:00 UTC,3,2,2.4009,1.0594,False
North Carolina Courage,NC,2022,2022-08-28 23:00:00 UTC,2,3,1.0594,2.4009,False
Chicago Red Stars,CHI,2022,2022-05-01 00:00:00 UTC,2,1,1.3326,1.3676,False
Racing Louisville FC,LOU,2022,2022-05-01 00:00:00 UTC,1,2,1.3676,1.3326,False
Chicago Red Stars,CHI,2017,2017-07-01 21:00:00 UTC,1,0,1.3752,1.0259,False
Orlando Pride,ORL,2017,2017-07-01 21:00:00 UTC,0,1,1.0259,1.3752,False
Chicago Red Stars,CHI,2017,2017-04-29 20:00:00 UTC,0,1,1.4283000000000001,1.2043,False
Portland Thorns FC,POR,2017,2017-04-29 20:00:00 UTC,1,0,1.2043,1.4283000000000001,False
NJ/NY Gotham FC,NJY,2017,2017-09-24 22:00:00 UTC,1,1,0.7082,2.3051,False
North Carolina Courage,NC,2017,2017-09-24 22:00:00 UTC,1,1,2.3051,0.7082,False
Portland Thorns FC,POR,2016,2016-07-10 02:30:00 UTC,1,2,1.1224,1.282,False
FC Kansas City,KC,2016,2016-07-10 02:30:00 UTC,2,1,1.282,1.1224,False
Portland Thorns FC,POR,2016,2016-10-02 21:00:00 UTC,3,4,1.4555,1.5779999999999998,True
Western New York Flash,WNY,2016,2016-10-02 21:00:00 UTC,4,3,1.5779999999999998,1.4555,True
FC Kansas City,KC,2016,2016-04-17 00:30:00 UTC,0,1,1.2641,1.9383,False
Western New York Flash,WNY,2016,2016-04-17 00:30:00 UTC,1,0,1.9383,1.2641,False
Chicago Red Stars,CHI,2021,2021-06-05 18:00:00 UTC,1,0,1.8153000000000001,0.5275000000000001,False
North Carolina Courage,NC,2021,2021-06-05 18:00:00 UTC,0,1,0.5275000000000001,1.8153000000000001,False
Houston Dash,HOU,2021,2021-10-31 18:00:00 UTC,0,1,0.6474000000000001,1.4075,False
Washington Spirit,WAS,2021,2021-10-31 18:00:00 UTC,1,0,1.4075,0.6474000000000001,False
Kansas City Current,KC,2021,2021-08-08 19:00:00 UTC,1,3,1.5455999999999999,2.6427,False
Racing Louisville FC,LOU,2021,2021-08-08 19:00:00 UTC,3,1,2.6427,1.5455999999999999,False
Washington Spirit,WAS,2020,2020-09-05 17:00:00 UTC,1,2,1.1911,1.7388,False
NJ/NY Gotham FC,NJY,2020,2020-09-05 17:00:00 UTC,2,1,1.7388,1.1911,False
OL Reign,RGN,2018,2018-04-18 23:00:00 UTC,0,1,0.30710000000000004,2.608,False
North Carolina Courage,NC,2018,2018-04-18 23:00:00 UTC,1,0,2.608,0.30710000000000004,False
Chicago Red Stars,CHI,2018,2018-06-24 00:00:00 UTC,2,0,1.5015,1.074,False
Utah Royals FC,UTA,2018,2018-06-24 00:00:00 UTC,0,2,1.074,1.5015,False
OL Reign,RGN,2019,2019-08-11 20:00:00 UTC,1,3,1.0618,2.4891,False
Utah Royals FC,UTA,2019,2019-08-11 20:00:00 UTC,3,1,2.4891,1.0618,False
Chicago Red Stars,CHI,2019,2019-05-26 22:00:00 UTC,0,1,1.647,0.8260000000000001,False
Washington Spirit,WAS,2019,2019-05-26 22:00:00 UTC,1,0,0.8260000000000001,1.647,False
OL Reign,RGN,2018,2018-05-20 02:00:00 UTC,0,0,0.9814,1.1816,False
Chicago Red Stars,CHI,2018,2018-05-20 02:00:00 UTC,0,0,1.1816,0.9814,False
Houston Dash,HOU,2018,2018-08-18 00:30:00 UTC,4,0,1.9647000000000001,1.3659,False
Washington Spirit,WAS,2018,2018-08-18 00:30:00 UTC,0,4,1.3659,1.9647000000000001,False
Houston Dash,HOU,2020,2020-07-12 16:30:00 UTC,0,1,0.5132,0.7499,False
Washington Spirit,WAS,2020,2020-07-12 16:30:00 UTC,1,0,0.7499,0.5132,False
Houston Dash,HOU,2021,2021-04-27 00:30:00 UTC,3,1,2.6006,1.0483,False
Kansas City Current,KC,2021,2021-04-27 00:30:00 UTC,1,3,1.0483,2.6006,False
Racing Louisville FC,LOU,2021,2021-10-28 23:30:00 UTC,1,1,0.9550000000000001,2.0406,False
NJ/NY Gotham FC,NJY,2021,2021-10-28 23:30:00 UTC,1,1,2.0406,0.9550000000000001,False
Washington Spirit,WAS,2021,2021-07-10 23:00:00 UTC,2,0,2.3167,0.9257000000000001,False
North Carolina Courage,NC,2021,2021-07-10 23:00:00 UTC,0,2,0.9257000000000001,2.3167,False
OL Reign,RGN,2019,2019-10-12 23:30:00 UTC,2,2,1.34,2.1066,False
Orlando Pride,ORL,2019,2019-10-12 23:30:00 UTC,2,2,2.1066,1.34,False
Houston Dash,HOU,2019,2019-04-20 22:00:00 UTC,1,0,2.2777,1.1467,False
NJ/NY Gotham FC,NJY,2019,2019-04-20 22:00:00 UTC,0,1,1.1467,2.2777,False
OL Reign,RGN,2019,2019-07-13 23:00:00 UTC,0,2,0.43910000000000005,1.5791,False
North Carolina Courage,NC,2019,2019-07-13 23:00:00 UTC,2,0,1.5791,0.43910000000000005,False
Washington Spirit,WAS,2022,2022-04-23 17:00:00 UTC,2,2,2.1272,2.2555,False
North Carolina Courage,NC,2022,2022-04-23 17:00:00 UTC,2,2,2.2555,2.1272,False
OL Reign,RGN,2022,2022-06-04 19:00:00 UTC,0,1,0.21660000000000001,0.8366,False
Chicago Red Stars,CHI,2022,2022-06-04 19:00:00 UTC,1,0,0.8366,0.21660000000000001,False
Portland Thorns FC,POR,2022,2022-08-06 02:30:00 UTC,3,3,2.4501,3.0088,False
North Carolina Courage,NC,2022,2022-08-06 02:30:00 UTC,3,3,3.0088,2.4501,False
Orlando Pride,ORL,2016,2016-06-11 23:00:00 UTC,0,1,1.1461999999999999,1.4004,False
Western New York Flash,WNY,2016,2016-06-11 23:00:00 UTC,1,0,1.4004,1.1461999999999999,False
Washington Spirit,WAS,2016,2016-09-03 23:00:00 UTC,1,1,1.2729,1.6757,False
Western New York Flash,WNY,2016,2016-09-03 23:00:00 UTC,1,1,1.6757,1.2729,False
Chicago Red Stars,CHI,2017,2017-08-20 22:00:00 UTC,1,3,2.4843,0.9486,False
FC Kansas City,KC,2017,2017-08-20 22:00:00 UTC,3,1,0.9486,2.4843,False
Washington Spirit,WAS,2017,2017-05-28 00:00:00 UTC,2,3,0.788,1.4405000000000001,False
FC Kansas City,KC,2017,2017-05-28 00:00:00 UTC,3,2,1.4405000000000001,0.788,False
Portland Thorns FC,POR,2019,2019-09-12 02:30:00 UTC,0,6,0.9654,3.2089,False
North Carolina Courage,NC,2019,2019-09-12 02:30:00 UTC,6,0,3.2089,0.9654,False
OL Reign,RGN,2019,2019-08-18 17:00:00 UTC,1,1,2.0249,0.6273000000000001,False
NJ/NY Gotham FC,NJY,2019,2019-08-18 17:00:00 UTC,1,1,0.6273000000000001,2.0249,False
Chicago Red Stars,CHI,2019,2019-06-02 22:00:00 UTC,0,3,1.5419,2.2058,False
Portland Thorns FC,POR,2019,2019-06-02 22:00:00 UTC,3,0,2.2058,1.5419,False
Chicago Red Stars,CHI,2021,2021-06-20 00:00:00 UTC,1,1,1.7352,1.1004,False
Washington Spirit,WAS,2021,2021-06-20 00:00:00 UTC,1,1,1.1004,1.7352,False
Racing Louisville FC,LOU,2021,2021-08-15 21:00:00 UTC,1,1,1.7827000000000002,0.5363,False
NJ/NY Gotham FC,NJY,2021,2021-08-15 21:00:00 UTC,1,1,0.5363,1.7827000000000002,False
OL Reign,RGN,2021,2021-08-29 23:00:00 UTC,2,1,1.7157,0.9605,False
Portland Thorns FC,POR,2021,2021-08-29 23:00:00 UTC,1,2,0.9605,1.7157,False
Chicago Red Stars,CHI,2020,2020-09-20 17:00:00 UTC,4,1,2.4423,1.7983,False
NJ/NY Gotham FC,NJY,2020,2020-09-20 17:00:00 UTC,1,4,1.7983,2.4423,False
OL Reign,RGN,2017,2017-09-30 23:00:00 UTC,3,2,1.3232,2.3743,False
Washington Spirit,WAS,2017,2017-09-30 23:00:00 UTC,2,3,2.3743,1.3232,False
Orlando Pride,ORL,2017,2017-07-08 19:30:00 UTC,2,2,1.3247,1.9902000000000002,False
Washington Spirit,WAS,2017,2017-07-08 19:30:00 UTC,2,2,1.9902000000000002,1.3247,False
Houston Dash,HOU,2017,2017-07-23 02:02:00 UTC,1,0,1.3791,0.7456,False
Boston Breakers,BOS,2017,2017-07-23 02:02:00 UTC,0,1,0.7456,1.3791,False
Washington Spirit,WAS,2017,2017-05-06 23:00:00 UTC,3,3,1.9329,2.2521,False
NJ/NY Gotham FC,NJY,2017,2017-05-06 23:00:00 UTC,3,3,2.2521,1.9329,False
OL Reign,RGN,2016,2016-07-17 02:00:00 UTC,1,1,0.7192000000000001,1.6923,False
Western New York Flash,WNY,2016,2016-07-17 02:00:00 UTC,1,1,1.6923,0.7192000000000001,False
Houston Dash,HOU,2016,2016-04-23 23:30:00 UTC,1,2,0.5827,0.9579000000000001,False
Orlando Pride,ORL,2016,2016-04-23 23:30:00 UTC,2,1,0.9579000000000001,0.5827,False
Houston Dash,HOU,2016,2016-05-08 00:30:00 UTC,2,1,0.7197,1.4156,False
FC Kansas City,KC,2016,2016-05-08 00:30:00 UTC,1,2,1.4156,0.7197,False
Houston Dash,HOU,2018,2018-04-28 19:30:00 UTC,0,2,0.9275,2.127,False
