kickoff,season,home_team,away_team,home_team_score,away_team_score,home_penalty_score,away_penalty_score,is_playoff
2023-07-07 20:30:00,2023,HOU,CHI,0,0,0,0,False
2023-07-08 22:00:00,2023,SD,WAS,0,0,0,0,False
2023-07-09 17:30:00,2023,NJY,POR,0,0,0,0,False
2023-07-09 20:00:00,2023,LA,NC,0,0,0,0,False
2023-07-21 19:00:00,2023 Challenge Cup,LOU,CHI,0,0,0,0,False
2023-07-21 22:30:00,2023 Challenge Cup,POR,SD,0,0,0,0,False
2023-07-22 19:00:00,2023 Challenge Cup,NC,WAS,0,0,0,0,False
2023-07-22 20:00:00,2023 Challenge Cup,KCC,HOU,0,0,0,0,False
2023-07-28 19:00:00,2023 Challenge Cup,WAS,NJY,0,0,0,0,False
2023-07-28 22:00:00,2023 Challenge Cup,RGN,SD,0,0,0,0,False
2023-07-29 19:00:00,2023 Challenge Cup,NC,ORL,0,0,0,0,False
2023-07-29 20:00:00,2023 Challenge Cup,CHI,KCC,0,0,0,0,False
2023-07-29 20:30:00,2023 Challenge Cup,HOU,LOU,0,0,0,0,False
2023-07-29 22:00:00,2023 Challenge Cup,LA,POR,0,0,0,0,False
2023-08-04 19:00:00,2023 Challenge Cup,ORL,WAS,0,0,0,0,False
2023-08-04 20:00:00,2023 Challenge Cup,KCC,LOU,0,0,0,0,False
2023-08-05 19:30:00,2023 Challenge Cup,NJY,NC,0,0,0,0,False
2023-08-05 19:30:00,2023 Challenge Cup,SD,LA,0,0,0,0,False
2023-08-05 20:00:00,2023 Challenge Cup,CHI,HOU,0,0,0,0,False
2023-08-06 18:00:00,2023 Challenge Cup,RGN,POR,0,0,0,0,False
2023-08-18 20:00:00,2023,KCC,RGN,0,0,0,0,False
2023-08-19 19:30:00,2023,LOU,LA,0,0,0,0,False
2023-08-19 20:30:00,2023,HOU,WAS,0,0,0,0,False
2023-08-19 22:00:00,2023,SD,NJY,0,0,0,0,False
2023-08-20 19:00:00,2023,ORL,CHI,0,0,0,0,False
2023-08-20 22:30:00,2023,POR,NC,0,0,0,0,False
2023-08-25 19:00:00,2023,ORL,SD,0,0,0,0,False
2023-08-26 20:30:00,2023,HOU,KCC,0,0,0,0,False
2023-08-27 14:00:00,2023,NC,CHI,0,0,0,0,False
2023-08-27 17:00:00,2023,WAS,POR,0,0,0,0,False
2023-08-27 17:30:00,2023,NJY,LOU,0,0,0,0,False
2023-08-27 20:00:00,2023,LA,RGN,0,0,0,0,False
2023-09-01 20:00:00,2023,KCC,LA,0,0,0,0,False
2023-09-02 19:00:00,2023,NC,NJY,0,0,0,0,False
2023-09-02 19:30:00,2023,LOU,POR,0,0,0,0,False
2023-09-03 17:00:00,2023,WAS,CHI,0,0,0,0,False
2023-09-03 18:00:00,2023,RGN,ORL,0,0,0,0,False
2023-09-03 20:00:00,2023,SD,HOU,0,0,0,0,False
2023-09-15 19:30:00,2023,LOU,HOU,0,0,0,0,False
2023-09-16 19:30:00,2023,NJY,WAS,0,0,0,0,False
2023-09-16 22:00:00,2023,SD,KCC,0,0,0,0,False
2023-09-16 22:30:00,2023,POR,RGN,0,0,0,0,False
2023-09-17 18:00:00,2023,CHI,LA,0,0,0,0,False
2023-09-17 19:00:00,2023,ORL,NC,0,0,0,0,False
2023-09-21 22:00:00,2023,LA,ORL,0,0,0,0,False
2023-09-30 19:00:00,2023,WAS,KCC,0,0,0,0,False
2023-09-30 20:00:00,2023,CHI,LOU,0,0,0,0,False
2023-09-30 22:30:00,2023,POR,SD,0,0,0,0,False
2023-10-01 18:30:00,2023,NJY,HOU,0,0,0,0,False
2023-10-01 20:00:00,2023,RGN,NC,0,0,0,0,False
2023-10-06 19:30:00,2023,LOU,ORL,0,0,0,0,False
2023-10-06 22:00:00,2023,RGN,WAS,0,0,0,0,False
2023-10-07 17:00:00,2023,POR,NJY,0,0,0,0,False
2023-10-07 19:00:00,2023,NC,SD,0,0,0,0,False
2023-10-07 20:00:00,2023,KCC,CHI,0,0,0,0,False
2023-10-08 19:00:00,2023,HOU,LA,0,0,0,0,False
2023-10-15 17:00:00,2023,WAS,NC,0,0,0,0,False
2023-10-15 17:00:00,2023,SD,LOU,0,0,0,0,False
2023-10-15 17:00:00,2023,NJY,KCC,0,0,0,0,False
2023-10-15 17:00:00,2023,LA,POR,0,0,0,0,False
2023-10-15 17:00:00,2023,CHI,RGN,0,0,0,0,False
2023-10-15 17:00:00,2023,ORL,HOU,0,0,0,0,False
