player,team,group_1,group_2,group_3,round_of_16,quarterfinals,semifinals,finals
Lim Seon-joo,Korea Republic,0,6,0,0,,,
Hwang Bo-ram,Korea Republic,0,90,90,0,,,
Park Eun-sun,Korea Republic,0,0,59,55,,,
Jung Seol-bin,Korea Republic,23,27,0,0,,,
Song Su-ran,Korea Republic,0,0,0,0,,,
Park Hee-young,Korea Republic,0,0,13,12,,,
Kim Hye-yeong,Korea Republic,0,0,0,0,,,
Kim Soo-yun,Korea Republic,0,0,45,90,,,
Lee So-dam,Korea Republic,13,0,0,30,,,
Lee Geum-min,Korea Republic,0,13,0,90,,,
